Training Result Log
=== Config ===
Started at: Mon Oct 24 08:20:14 2016
CNF Training Set: datasets/set1/training/
CNF Test Set: datasets/set1/testing/
Solution File: solutions/3restart1.sol
Training Log File: logs/training3Restart1.log
Test Log File: logs/test3Restart1.log
Pareto Front Output File: logs/3restart1Pareto.log
Loaded individuals from file: false
Number of Runs: 5
Number of evals per run: 500
Self-adaptive mutation: false
Seed: 1477315214057964
r-restart r value: 3
Population Size: 25
Offspring per generation: 10
Mutation Chance: 0.111111
Luby Initialization: 0
Rnd-Freq Initialization: 0
Var-Decay Initialization: 0
Cla-Decay Initialization: 0
Rinc Initialization: 0
GC-Frac Initialization: 0
RFirst Initialization: 0
CCMIN-Mode Initialization: 0
Phase-Saving Initialization: 0
Parent Selection: 2
Parent Selection Tournament Size: 10
Survival Strategy: 0
Survival Selection: 1
Survival Selection Tournament Size: 10
Terminate on max evals: true
Terminate on stagnant non-dominated pareto front: false
=== End Config ===
Run #1
25	98.6128	99.79	-2460.16	852	1.59136e+06	5.51718e+06
35	98.8596	99.79	-1631.2	852	1.39375e+06	5.51718e+06
45	98.6228	99.79	-2024.48	852	1.75391e+06	5.51718e+06
55	98.6296	99.79	-2033.6	852	1.742e+06	5.51718e+06
65	98.814	99.79	-1620.32	852	1.54105e+06	5.51718e+06
75	98.9316	99.79	-1303.68	852	1.38428e+06	5.51718e+06
85	98.9544	99.79	-1261.28	852	1.34609e+06	5.51718e+06
95	98.9508	99.79	-1252	852	1.34803e+06	5.51718e+06
105	98.9404	99.79	-1268.64	852	1.3653e+06	5.51718e+06
115	99.1696	99.79	-783.04	852	1.10325e+06	5.51718e+06
125	99.1852	99.79	-745.44	852	1.06912e+06	5.51718e+06
135	99.1984	99.79	-744.64	852	1.04372e+06	5.51718e+06
145	99.012	99.79	-1213.44	852	1.24153e+06	5.51718e+06
155	99.012	99.79	-1214.88	852	1.24328e+06	5.51718e+06
165	99.19	99.79	-742.56	852	1.06819e+06	5.51718e+06
175	98.9656	99.79	-1331.36	852	1.32495e+06	5.51718e+06
185	99.0204	99.79	-1288.64	852	1.30566e+06	5.51718e+06
195	99.0868	99.79	-1080.32	852	1.23272e+06	5.51718e+06
205	99.1052	99.79	-1049.92	852	1.20184e+06	5.51718e+06
215	99.108	99.79	-1038.88	852	1.19307e+06	5.51718e+06
225	99.1108	99.79	-1011.68	852	1.1893e+06	5.51718e+06
235	99.1044	99.79	-1022.4	852	1.1983e+06	5.51718e+06
245	99.1036	99.79	-1022.4	852	1.19854e+06	5.51718e+06
255	99.1036	99.79	-1022.08	852	1.19908e+06	5.51718e+06
265	99.0356	99.79	-1205.28	852	1.26047e+06	5.51718e+06
275	99.0288	99.79	-1218.56	852	1.27163e+06	5.51718e+06
285	99.0296	99.79	-1218.56	852	1.27163e+06	5.51718e+06
295	98.9308	99.79	-1485.6	852	1.41935e+06	5.51718e+06
305	98.9276	99.79	-1492.48	852	1.42493e+06	5.51718e+06
315	98.9148	99.79	-1515.68	852	1.45358e+06	5.51718e+06
325	98.876	99.79	-1672.48	852	1.49905e+06	5.51718e+06
335	99.0744	99.79	-1180.32	852	1.27503e+06	5.51718e+06
345	98.9928	99.79	-1408.96	852	1.38081e+06	5.51718e+06
355	99.038	99.79	-1228.96	852	1.36659e+06	5.51718e+06
365	98.9444	99.79	-1487.2	852	1.49567e+06	5.51718e+06
375	98.9528	99.79	-1470.72	852	1.47764e+06	5.51718e+06
385	98.9536	99.79	-1166.88	852	1.47764e+06	5.51718e+06
395	98.954	99.79	-1166.72	852	1.47764e+06	5.51718e+06
405	99.0236	99.79	-952.16	852	1.39821e+06	5.51718e+06
415	99.0248	99.79	-879.52	852	1.39574e+06	5.51718e+06
425	99.0436	99.79	-845.44	852	1.35903e+06	5.51718e+06
435	98.9692	99.79	-1138.08	852	1.45282e+06	5.51718e+06
445	98.9164	99.79	-1354.72	852	1.51997e+06	5.51718e+06
455	98.9048	99.79	-1374.56	852	1.54643e+06	5.51718e+06
465	98.8988	99.79	-1384.8	852	1.55737e+06	5.51718e+06
475	98.982	99.79	-1150.72	852	1.44343e+06	5.51718e+06
485	99.0328	99.79	-989.44	852	1.38798e+06	5.51718e+06
